"default" "student" "balance" "income"
"No" "Yes" 1275.82422479209 9611.96315721431
"Yes" "No" 1648.4740168088 55548.2541750171
"Yes" "No" 1610.48401491748 35589.7338305398
"No" "Yes" 754.968696018072 30340.120404255
"Yes" "No" 2499.01674959731 51504.2939603673
"Yes" "Yes" 1881.04995231902 16580.4505635578
"Yes" "Yes" 1926.3715830091 17012.4381440591
"No" "No" 973.998849623091 48095.0679714769
"No" "No" 584.14121640762 35517.2291107955
"No" "No" 871.231398400026 31770.6239820177
"No" "Yes" 485.434317495701 21278.3408079929
"Yes" "No" 1819.24909460129 49621.0561715013
"Yes" "Yes" 1538.0156030863 21356.9371123679
"No" "No" 57.21983790346 18982.5557145634
"Yes" "No" 1578.84749623035 61220.1331459947
"No" "No" 1685.45062340964 60890.3647952767
"Yes" "No" 1575.48781838196 35735.4550144135
"No" "Yes" 1594.38458640784 21514.6027977762
"Yes" "No" 1465.21016364328 58699.9831975197
"No" "No" 994.674438200426 33002.3390513655
"No" "Yes" 1015.20453493839 22208.3289188997
"Yes" "Yes" 2083.22837647615 20103.602739227
"Yes" "No" 2005.57512847055 36636.0085937313
"Yes" "Yes" 1966.06296646795 17735.7788026984
"No" "No" 56.9675603504705 35458.4815614207
"Yes" "No" 2413.31944892365 38540.5727051179
"Yes" "No" 2085.58697818353 35657.2256698962
"Yes" "No" 1572.34558970181 37895.1730685155
"Yes" "No" 1741.91491543247 35067.4251226861
"Yes" "No" 1234.10202131484 43764.8686376452
"No" "Yes" 1525.17230577148 21427.0936211979
"Yes" "No" 1844.88383884583 35508.6754221796
"Yes" "No" 1753.08438927503 48965.3469660968
"No" "No" 234.699320726285 28098.893254432
"Yes" "Yes" 1719.25565479764 15752.0080061962
"Yes" "Yes" 1790.36053654332 14306.823602407
"Yes" "Yes" 1807.70584411186 21849.4816313093
"No" "Yes" 870.023992705307 15955.8851517715
"No" "No" 1444.43210450129 19153.3427287452
"Yes" "No" 1861.06087104511 55671.723664137
"Yes" "No" 1954.33329923565 35067.5349242276
"No" "No" 265.435891352397 34040.5484925118
"Yes" "Yes" 2086.53616450154 17893.7213718312
"No" "No" 0 45788.4921149217
"No" "No" 391.482079303432 45821.6332279707
"No" "No" 135.998235596591 59369.6484070611
"Yes" "Yes" 1567.67928171741 19172.6794504669
"No" "Yes" 840.988909202537 15406.2074109607
"Yes" "No" 780.172569171513 51656.8740637741
"No" "Yes" 1023.20547852868 17694.9655968053
"No" "Yes" 877.879803531887 18217.6136511989
"Yes" "No" 1099.05770130181 42590.8944537008
"Yes" "No" 1488.55877463986 22256.8636914601
"No" "No" 1420.99345352703 34126.421687852
"No" "Yes" 1418.38864963031 12788.719027696
"No" "No" 296.881830650885 43136.5616829479
"Yes" "Yes" 2179.22142805877 15302.7765041428
"Yes" "No" 1665.95462052155 30070.1352632412
"Yes" "No" 1854.6041538508 38406.3564635228
"No" "No" 48.9118568414431 35155.1724669932
"Yes" "Yes" 1337.23518702176 32761.0534040074
"No" "No" 379.603563484232 42862.4888881861
"No" "Yes" 762.585019280848 24738.1184475607
"Yes" "Yes" 1895.33493298048 16394.5081086404
"No" "Yes" 1048.53898279114 10392.0641103791
"No" "Yes" 2308.89323579289 19110.2664124636
"No" "No" 244.662374521967 29275.115419093
"No" "No" 877.283013558901 27405.1354982312
"Yes" "No" 1642.81999663825 46856.947039092
"No" "No" 940.590874822012 41560.4709935342
"Yes" "Yes" 1321.53537905713 23735.1598892282
"No" "Yes" 1200.87597553929 13833.9821981928
"No" "Yes" 344.154111624342 20439.6881075385
"No" "No" 464.064104923968 16670.1528109478
"No" "Yes" 391.998226720825 9995.04163332249
"No" "Yes" 1327.28243902948 15819.3593199174
"No" "No" 0 30822.454186489
"No" "No" 23.2983318114218 37975.5389792909
"No" "No" 601.417290539683 41490.6158444197
"Yes" "No" 1800.64173306343 48708.9599348881
"Yes" "Yes" 1486.99812160021 17854.3970280731
"No" "No" 786.98126003688 49432.9527599407
"Yes" "No" 2343.79751269872 51095.2939288164
"No" "No" 1076.66543906847 43972.6938555403
"No" "No" 932.602433217053 44714.4841039603
"Yes" "Yes" 1806.92184567205 11506.2177502211
"Yes" "No" 1964.47687225275 39054.5891443139
"Yes" "No" 1598.02083082886 39163.3610556876
"Yes" "Yes" 2207.59905386637 19780.7635185799
"Yes" "No" 2228.47228298224 27438.3489877222
"No" "No" 1380.74980362947 52664.8765861706
"Yes" "No" 1723.18721476173 43143.1644908776
"No" "No" 384.331069368267 34232.0692319686
"No" "No" 1246.22952508902 49479.5768167893
"Yes" "No" 1605.21458639037 26149.1482230276
